ID,var_rpta_alt,Prob_uno
33909#646971#433371,1,0.7074428
320645#733699#346643,0,0.244359
589898#396258#683651,1,0.79480785
468111#1026998#53344,0,0.4568646
290875#399317#680595,1,0.67131853
497520#446058#634280,1,0.5373146
399186#983434#96908,1,0.53064877
548947#754456#325886,0,0.42571378
586301#516439#563903,1,0.57449126
228823#238338#844650,1,0.5243926
171802#1012310#68032,1,0.53497785
613631#570140#510202,0,0.24161291
228055#760770#319572,1,0.6693627
205000#667493#412849,1,0.76626855
200407#891077#189265,1,0.52273417
47749#634878#445464,0,0.20516214
502932#1024161#56181,0,0.41936725
376774#228932#853900,1,0.55746883
433063#687155#393187,1,0.58282375
62639#338508#742130,1,0.65590006
193245#606901#473441,0,0.37834984
437933#585348#494994,0,0.200575
198305#956480#123862,0,0.38432345
71932#788221#292121,0,0.35744503
210442#1003181#77161,1,0.5665436
209900#841978#238364,1,0.55643964
175834#606982#473360,1,0.5778641
627597#92259#995504,1,0.7433558
522694#533292#547050,0,0.49129772
91222#192472#895772,1,0.60832673
15870#838534#241808,1,0.76110387
571536#789477#290865,1,0.56012315
110355#334707#745877,1,0.8090282
468511#307932#775189,1,0.67233443
78410#401902#678014,1,0.6662518
470578#72226#1032834,1,0.7880758
286873#264520#818471,1,0.74819523
353100#923110#157232,0,0.30463877
292429#140642#947466,1,0.5539207
596732#737396#342946,1,0.5253888
479741#295584#787512,1,0.67286426
50805#247330#835667,0,0.4539428
79861#82945#1022305,0,0.481006
62245#1033730#46612,1,0.50708693
98779#1021316#59026,0,0.39313456
23747#760831#319511,0,0.38053954
379648#129248#958603,1,0.8820824
89119#446851#633494,1,0.7780145
68774#236639#846294,1,0.5173342
265647#1047589#32753,0,0.07476523
518678#621688#458654,0,0.15833019
96065#1020317#60025,0,0.49345002
245111#644574#435768,1,0.6217028
132321#120261#967563,1,0.52378446
51249#749623#330719,0,0.19778036
260065#200783#887486,1,0.5918584
612042#665679#414663,1,0.57981163
147567#703410#376932,0,0.45985112
250765#1026409#53933,0,0.3185742
99778#653470#426872,1,0.543257
125556#794661#285681,0,0.2901004
127489#441548#638760,1,0.69929755
145293#959482#120860,0,0.3850714
1733#89627#1015686,0,0.40334472
275623#978892#101450,0,0.39458326
74401#1043705#36637,0,0.39717728
68024#768171#312171,1,0.58270013
321272#1038523#41819,1,0.7972484
167405#1063454#16888,0,0.4691103
354048#909157#171185,0,0.23126401
166138#310433#772704,0,0.40445969
463548#1016163#64179,1,0.6292073
266779#90702#1014637,0,0.46332744
417725#1011372#68970,1,0.5127744
111137#437053#643229,1,0.79040056
417008#64606#1040400,0,0.43468723
412555#599147#481195,1,0.61042786
385897#1050506#29836,1,0.84306085
290512#749295#331047,0,0.34404573
17804#295752#787347,1,0.7625602
532475#431065#648975,1,0.6127936
229110#760734#319608,0,0.47248045
122774#1038835#41507,0,0.30644396
142459#651549#428793,0,0.33515218
190799#695722#384620,0,0.34548858
596978#689986#390356,1,0.59233344
405836#962840#117502,0,0.29575992
325343#73034#1032022,1,0.5606526
154296#91394#996365,1,0.67895836
154512#1054862#25480,1,0.6239101
170956#596005#484337,1,0.62576735
330841#111269#976537,1,0.6561234
377149#576623#503719,1,0.56218785
593427#1074864#5478,1,0.7819605
68468#343405#737260,1,0.65768987
475554#484427#595915,1,0.5822326
7238#788474#291868,1,0.66291404
286954#851014#229328,0,0.19835036
423333#830314#250028,0,0.27942342
29103#782621#297721,1,0.67645174
274906#797932#282410,0,0.33364996
165832#814350#265992,1,0.6414022
196974#1017976#62366,0,0.451924
187600#690278#390064,0,0.08830493
245113#431789#648269,0,0.45769843
117470#323238#759893,0,0.4201318
393132#241731#841288,1,0.83359814
35782#398304#681601,1,0.6722123
4108#1039787#40555,1,0.5939903
297653#108309#979489,1,0.71325487
59508#651956#428386,0,0.4162395
622027#1076147#4195,0,0.20571207
629240#566116#514226,0,0.32170448
453440#1020228#60114,0,0.4004706
152950#195626#892629,0,0.39681864
28085#681083#399259,1,0.53676265
393546#1044882#35460,1,0.50751126
177951#371345#708505,0,0.462521
369794#505204#575138,1,0.7476627
60671#491038#589304,1,0.55620855
492577#441032#639284,0,0.40836868
262735#488185#592157,0,0.30193865
10074#642049#438293,1,0.5210245
177335#758835#321507,1,0.6084375
68594#802890#277452,1,0.656488
182001#262380#820603,0,0.45684788
279253#544689#535653,0,0.10971442
303537#958748#121594,1,0.6829938
24971#723903#356439,0,0.2184061
599079#113479#974334,1,0.6776235
503633#201042#887228,1,0.593622
598088#866694#213648,0,0.10328755
350629#991482#88860,0,0.34724814
465929#676688#403654,0,0.4002495
526229#715172#365170,1,0.7065412
481254#866954#213388,0,0.21130528
160458#184367#903771,0,0.45289987
262751#605002#475340,0,0.16134873
309203#829627#250715,0,0.0816946
135322#239621#843398,1,0.6745698
355877#1064193#16149,0,0.29816115
111570#871867#208475,0,0.22048399
410318#853649#226693,0,0.35260218
505322#987936#92406,1,0.6847917
243328#1039377#40965,1,0.61814755
532812#65523#1039493,1,0.780689
586981#1028682#51660,0,0.2631048
292781#436621#643647,1,0.64106023
320156#959437#120905,0,0.34237847
489076#1018830#61512,1,0.6526607
162394#848676#231666,0,0.37580952
501095#975368#104974,1,0.54637855
230370#871231#209111,0,0.4344076
36012#594340#486002,0,0.4342737
290028#764373#315969,1,0.59731233
36012#594344#485998,0,0.12517515
542506#268882#814131,1,0.7804553
484371#404096#675827,1,0.7501214
116298#496775#583567,0,0.4758354
201991#516221#564121,1,0.64348125
54694#290771#792284,1,0.8927917
442730#614002#466340,0,0.4835198
485333#573777#506565,0,0.4374376
151104#737053#343289,1,0.56497765
321083#42844#1061968,0,0.40330324
460625#801818#278524,0,0.443132
241412#399632#680279,1,0.7658451
400146#801097#279245,1,0.5868309
557749#805694#274648,0,0.29898384
558812#353258#726611,1,0.60700274
6842#289753#793308,1,0.6268258
617083#33085#1071933,1,0.7395045
126315#279269#803777,1,0.57387793
185078#716235#364107,1,0.66148025
568145#687523#392819,1,0.6666766
395347#725362#354980,0,0.38869354
39332#716866#363476,1,0.57170093
328283#781951#298391,1,0.60685366
530118#661632#418710,0,0.32267174
595817#490882#589460,0,0.3234497
542755#872005#208337,0,0.47825894
314174#643188#437154,0,0.435853
272301#172177#915945,1,0.7419106
221606#949853#130489,0,0.4598358
261281#443062#637247,1,0.6509076
431856#942399#137943,0,0.40488365
535888#334431#746151,1,0.5730109
29028#542350#537992,0,0.46213663
8297#976873#103469,1,0.5981989
103622#48014#1056813,1,0.57335436
155397#38944#1066148,1,0.5352277
346487#821464#258878,0,0.468082
161505#1008452#71890,0,0.3447114
218512#567321#513021,0,0.34243634
196940#211730#871024,1,0.79320997
159011#995046#85296,0,0.38270643
549834#362565#717291,1,0.6875001
21513#789476#290866,1,0.6050569
204590#446525#633817,0,0.4484838
109721#621125#459217,0,0.32067662
628344#249548#833452,0,0.48818848
401579#218342#864430,1,0.62967026
530105#317005#766138,1,0.67959535
63171#1031654#48688,0,0.35361126
582632#422583#657403,1,0.88373965
194918#767034#313308,1,0.7134926
208689#704262#376080,0,0.3221023
74371#603044#477298,0,0.25087458
12210#140321#947779,1,0.7806025
408147#356531#723330,1,0.71409184
167252#758943#321399,1,0.5894205
228868#1013594#66748,0,0.3913303
350724#295255#787840,1,0.7469757
71093#523909#556433,1,0.67955106
603407#669881#410461,1,0.64216447
63463#569777#510565,0,0.24507347
314281#752864#327478,0,0.43354505
111164#1061274#19068,1,0.7948676
263408#82506#1022747,1,0.8075005
55536#293683#789399,1,0.73502463
623844#58886#1046087,1,0.5727817
475119#1036699#43643,1,0.65749955
269838#139323#948776,1,0.7568201
588821#893410#186932,0,0.36396995
395206#126515#961318,1,0.76842433
151303#80444#1024786,1,0.8191365
110625#803173#277169,1,0.62564313
556449#983848#96494,0,0.46724665
398930#717592#362750,0,0.3405406
472698#818383#261959,1,0.57910794
608134#53825#1051127,1,0.6334984
425696#944615#135727,0,0.29887336
15656#611260#469082,0,0.422913
407381#826496#253846,0,0.39907524
91647#422141#657844,1,0.71965253
261098#619813#460529,1,0.5546413
292183#854470#225872,1,0.50561225
471821#541689#538653,1,0.5003502
253347#365263#714595,1,0.63443196
535184#441615#638694,1,0.7659435
70510#1008461#71881,1,0.6380504
193355#49994#1054850,1,0.5513263
398702#156912#931185,1,0.5854249
41462#141276#946827,0,0.4516731
146717#518540#561802,1,0.57199395
73731#564846#515496,0,0.3385171
538072#850825#229517,0,0.49689457
340556#921701#158641,0,0.44088307
361312#240294#842725,0,0.3908425
251631#824921#255421,0,0.27830076
144946#489687#590655,1,0.5957316
29768#320869#762288,0,0.30054113
78994#127054#960785,1,0.75890285
456782#81369#1023881,0,0.3833561
550048#128462#959390,1,0.53257364
265149#954760#125582,0,0.4526506
269313#1045470#34872,1,0.6573333
468865#456662#623660,1,0.58591735
162274#203466#881776,1,0.90629125
599168#302207#780907,1,0.6687867
578997#634272#446070,0,0.44412622
49419#662033#418309,0,0.29950565
348040#109116#978681,1,0.6763713
392423#501357#578985,0,0.4970994
578807#483084#597258,1,0.5728692
420355#1077844#2498,0,0.22276312
57472#798030#282312,0,0.18117101
541438#1059262#21080,1,0.5061605
493903#99549#988234,1,0.84573454
539849#39501#1065593,1,0.81208366
111014#979595#100747,0,0.43425784
558090#741599#338743,0,0.44550833
264967#125947#961886,1,0.71746486
233772#298559#784545,1,0.76416725
73927#277617#805418,1,0.70945984
150489#830580#249762,0,0.18814333
370667#443753#636568,1,0.7287505
423012#112227#975584,1,0.54231286
233948#418170#661828,1,0.87405896
227308#760586#319756,0,0.30812714
72803#35529#1069523,1,0.63186926
405191#192295#895946,1,0.52967244
457891#988491#91851,1,0.507628
105068#885645#194697,0,0.40905952
178481#740487#339855,0,0.39290646
444613#53883#1051067,1,0.60114765
372707#365374#714483,1,0.834143
328535#406782#673143,1,0.7628707
204524#330512#750195,0,0.43075728
196924#336872#743720,1,0.79890364
594846#292408#790658,1,0.5369644
305645#737197#343145,0,0.3736615
495044#117066#970750,1,0.84437627
579253#289765#793296,1,0.78307
290786#807167#273175,0,0.18169555
248639#1063827#16515,0,0.413699
45509#362172#717683,0,0.36490044
530324#305806#777304,1,0.62926847
191335#982445#97897,1,0.6163191
387470#525723#554619,1,0.5161231
526274#729491#350851,1,0.64474547
115873#875203#205139,0,0.271242
363066#510394#569948,1,0.54071826
94291#543629#536713,0,0.37354568
417128#591716#488626,1,0.5101709
197661#382179#697675,0,0.35518575
400407#608380#471962,1,0.5411188
16883#775626#304716,1,0.6378657
444764#548234#532108,0,0.44110256
220273#819502#260840,1,0.59851366
484764#712673#367669,0,0.35955864
323462#448753#631603,0,0.46780452
324891#989377#90965,1,0.6470412
285248#670845#409497,0,0.3740834
251366#823954#256388,0,0.29809192
453650#227459#855366,1,0.8174511
448623#471201#609141,0,0.1612785
593338#1070874#9468,0,0.43506363
376301#329919#750780,1,0.51034653
231220#518340#562002,1,0.6582733
307206#698729#381613,1,0.54207426
241475#494260#586082,1,0.58023465
430908#847023#233319,1,0.5817252
449792#776976#303366,0,0.32625028
369589#178812#909311,1,0.62399125
550262#155276#932830,1,0.6763929
181395#1039807#40535,0,0.30512863
586894#1016091#64251,0,0.22382732
220917#847135#233207,0,0.25147253
28902#43958#1060860,0,0.40526426
491984#805809#274533,1,0.6057154
291793#149405#938685,1,0.5413679
281074#637908#442434,0,0.45017385
148315#1025763#54579,0,0.35243824
254969#99517#988265,1,0.5986481
532350#272522#810496,1,0.71700853
79404#773658#306684,1,0.5108995
223788#799494#280848,0,0.36868703
60683#212089#870664,1,0.7653492
319142#421593#658394,1,0.50401354
582805#262151#820830,1,0.71783054
563903#643687#436655,0,0.37648714
101657#869272#211070,0,0.39465758
16340#218046#864722,1,0.72218883
586840#378002#701856,0,0.36544532
380889#599744#480598,0,0.37811184
170760#991021#89321,0,0.4727836
228492#321429#761721,1,0.5779664
61576#245342#837655,1,0.63106555
402232#854044#226298,0,0.437421
314097#1027584#52758,0,0.10018002
170316#134423#953628,0,0.34646443
141844#652004#428338,1,0.51067275
127644#439858#640447,1,0.741786
342449#849194#231148,1,0.53613925
217342#576649#503693,1,0.5919984
272022#99228#988547,0,0.38605472
616157#726105#354237,1,0.60288066
498101#434200#645960,0,0.315026
166236#944720#135622,1,0.595262
245677#728781#351561,0,0.2936988
446626#88083#1017219,1,0.5034911
206857#180370#907754,0,0.45953947
380090#525664#554678,0,0.29220536
59906#498995#581347,0,0.3825074
43223#685289#395053,1,0.60748833
271179#412799#667115,1,0.773622
182203#155576#932529,1,0.7163262
33803#143882#944221,1,0.7220091
411541#990417#89925,1,0.7466716
131255#36719#1068342,1,0.71384305
227925#1068059#12283,0,0.36351746
102723#185539#902608,1,0.6109391
52032#502619#577723,0,0.4117897
269505#965701#114641,0,0.35627708
599937#414157#665767,1,0.73087054
194094#200327#887941,1,0.56886065
273114#598942#481400,0,0.43635705
602237#796747#283595,1,0.6457413
105969#208779#873945,1,0.66719353
267165#801167#279175,0,0.34908503
404734#792532#287810,1,0.64986426
487598#356989#722876,0,0.4734958
441669#702512#377830,0,0.33942825
610931#249547#833453,1,0.6184125
633998#361433#718430,1,0.72242934
534564#163261#924859,1,0.70633423
242940#858891#221451,1,0.8146847
103064#151146#936949,1,0.8038149
365229#38398#1066689,0,0.39850545
569438#268256#814759,1,0.6346656
41993#890426#189916,0,0.43988344
473611#171988#916139,1,0.69894403
215261#689183#391159,0,0.4229465
99822#487015#593327,1,0.5228219
504398#835241#245101,1,0.5738058
518879#892533#187809,1,0.7060618
528669#162954#925161,0,0.47898003
446034#44418#1060402,0,0.4829965
460082#837346#242996,0,0.2343031
547371#246026#836965,1,0.69705933
525496#258764#824226,1,0.7875815
413643#291154#791903,1,0.63287675
101588#350496#730270,0,0.46382022
281726#211655#871101,0,0.31356052
33423#442247#638059,0,0.35185114
147414#289992#793065,1,0.6867128
58198#443606#636713,1,0.71681184
130880#545471#534871,0,0.10076256
397576#975867#104475,1,0.50120527
592444#320190#762967,1,0.66229737
344577#825000#255342,1,0.5997979
411291#662935#417407,0,0.28685236
145514#390397#689491,1,0.58234966
323786#61526#1043459,1,0.55605584
490077#54273#1050672,0,0.48926836
313401#1072073#8269,0,0.11659893
329998#70227#1034821,0,0.41499895
5469#535678#544664,1,0.522312
294027#420711#659278,1,0.68916786
192396#82757#1022494,1,0.52953374
300930#1020946#59396,1,0.8543548
320580#318881#764255,1,0.68213135
148571#503157#577185,0,0.474595
202188#244764#838233,1,0.5721707
595441#564183#516159,0,0.3231083
185262#37702#1067363,1,0.83494717
282066#243134#839874,1,0.50003994
161511#1008909#71433,0,0.4835916
370754#65718#1039302,0,0.38516894
405408#72370#1032689,0,0.4931187
83138#497486#582856,1,0.5124806
24007#178771#909351,0,0.48246697
105927#500812#579530,1,0.591116
499202#129796#958050,1,0.7799868
32046#370620#709225,0,0.49491644
323805#196722#891538,1,0.7243111
115844#459983#620358,1,0.6648241
143307#263905#819085,0,0.48806491
505984#559285#521057,0,0.46156418
97731#741553#338789,0,0.4736671
183221#725093#355249,0,0.35861504
579429#810187#270155,1,0.68264204
543703#664842#415500,0,0.48068357
155201#156623#931479,1,0.83010024
459142#988304#92038,1,0.51429975
378647#556799#523543,1,0.62660563
236488#751492#328850,1,0.6330956
191129#829936#250406,0,0.47214165
368666#507574#572768,0,0.4058829
249629#87937#1017358,0,0.37311816
630296#1069287#11055,1,0.6087675
554694#365448#714407,1,0.5533443
242661#1005920#74422,0,0.42345595
289985#868346#211996,0,0.38691014
201029#799129#281213,1,0.5328298
258605#965448#114894,0,0.19025184
237282#1017311#63031,0,0.4456259
186438#212935#869823,1,0.6721659
371922#970702#109640,0,0.28915527
441626#762085#318257,0,0.3159129
229071#1054213#26129,1,0.53211164
197562#790424#289918,0,0.19334139
267653#474044#606298,0,0.20648235
404339#211850#870907,1,0.5722054
448806#989725#90617,0,0.47683552
353004#556293#524049,0,0.3221972
437946#614208#466134,0,0.3026208
263097#495169#585173,1,0.57539374
572189#729695#350647,1,0.77988124
68800#80404#1024825,0,0.4689171
212773#41522#1063577,1,0.7248528
257294#725262#355080,1,0.50676
164983#1054669#25673,0,0.25981545
1967#524036#556306,0,0.46482906
588529#585680#494662,1,0.57508564
74931#770981#309361,1,0.5494665
250530#718474#361868,0,0.35205838
50181#692858#387484,0,0.32122064
349220#731250#349092,0,0.34208935
143645#766506#313836,1,0.7082083
516080#658650#421692,1,0.6001835
584129#872136#208206,0,0.28182617
124834#363686#716165,0,0.4740355
598984#609439#470903,1,0.5631734
484991#768732#311610,1,0.66718966
294456#183282#904856,0,0.4311322
118716#157818#930284,1,0.52712274
81075#958810#121532,1,0.52470005
222124#432201#647874,1,0.6749017
447473#625010#455332,0,0.30770966
261571#739976#340366,0,0.4915226
462296#865264#215078,0,0.27114934
408318#388302#691553,1,0.58840287
25928#156239#931861,1,0.5110106
215403#587861#492481,1,0.5339108
55784#1056783#23559,0,0.25696585
143285#124341#963484,1,0.50975716
400567#52927#1052025,0,0.47948405
268896#1047799#32543,0,0.2759001
57510#547222#533120,1,0.66942203
543101#394896#685016,0,0.34104913
156206#1076497#3845,0,0.3709295
629124#820481#259861,1,0.58849806
412750#809304#271038,1,0.656964
188817#264521#818470,1,0.74975127
401540#510971#569371,0,0.4296384
284357#1058506#21836,1,0.5848167
203893#439670#640634,1,0.67268133
450519#838636#241706,1,0.51007444
81949#539000#541342,0,0.3700879
204960#868215#212127,0,0.32860997
481461#283313#799742,1,0.60272014
138605#1046500#33842,1,0.6348824
327376#914395#165947,1,0.5685647
50770#470784#609558,1,0.60030586
470322#880233#200109,0,0.35677567
471676#193746#894505,1,0.53320044
211868#553703#526639,0,0.49623075
131105#435359#644853,0,0.32059956
412677#369087#710771,1,0.53210396
542740#280090#802953,1,0.53808427
286782#851097#229245,0,0.4865634
164532#104480#983292,1,0.85550386
53856#707771#372571,1,0.61509454
342382#167489#920638,1,0.54456806
19245#398883#681032,1,0.7540128
62910#273946#809072,0,0.4608876
217213#108706#979087,1,0.66548514
497844#812786#267556,0,0.45328587
34149#107677#980120,1,0.6644804
522909#63720#1041278,1,0.8516979
548307#1059193#21149,0,0.39539665
151553#549626#530716,1,0.6278541
40118#404962#674963,0,0.48781675
463871#750772#329570,0,0.49633998
623230#393595#686313,1,0.85503846
516823#373922#705931,1,0.83804303
634695#446928#633420,1,0.7137744
269266#41850#1063256,1,0.59512556
193429#966345#113997,0,0.3445344
124807#762217#318125,1,0.5549835
613037#400859#679051,1,0.84586626
177702#623333#457009,0,0.25027505
633878#710147#370195,0,0.3909094
128953#495219#585123,0,0.34916848
614380#578562#501780,1,0.57605094
485441#573957#506385,1,0.58830565
189523#91345#996413,1,0.7132484
396241#1051762#28580,1,0.546867
110400#735698#344644,1,0.5602572
410280#395110#684800,1,0.6741413
228735#760936#319406,0,0.40685213
93885#101475#986297,1,0.8020227
583243#868809#211533,0,0.33857486
275415#82756#1022495,1,0.68385106
405639#608567#471775,0,0.35703313
279375#536493#543849,0,0.44216082
253208#377130#702726,0,0.48669738
299926#1068714#11628,0,0.44517806
388621#137943#950161,1,0.64651215
264897#137946#950158,1,0.7784219
236758#1011858#68484,1,0.56580025
540867#1012907#67435,0,0.26386714
135929#1056283#24059,1,0.7360609
433607#1060479#19863,0,0.4746624
262344#415223#664726,1,0.78242314
238473#551240#529102,0,0.17287336
284572#564873#515469,1,0.63637525
577571#312077#771069,0,0.42903283
461484#553490#526852,0,0.3739978
617184#1031114#49228,1,0.56745315
62540#89985#1015336,0,0.413938
120348#481746#598596,0,0.48335707
275392#854000#226342,1,0.6518201
361161#691875#388467,1,0.54365057
132121#1033741#46601,0,0.4292886
398379#156176#931923,1,0.85383666
441656#905294#175048,0,0.31504026
24655#415944#664027,1,0.7722559
83271#160591#927515,0,0.4785444
585054#530522#549820,0,0.34130934
266419#780903#299439,1,0.57887584
224464#728368#351974,1,0.6605647
325610#64888#1040121,1,0.5315712
445954#268070#814942,1,0.6624959
544524#372613#707240,1,0.70872664
175258#997450#82892,0,0.38206205
134028#772999#307343,1,0.5062792
300529#1068820#11522,0,0.45870835
591617#144943#943155,1,0.5295003
366153#534097#546245,0,0.42650834
62617#693249#387093,0,0.29852968
617512#1023097#57245,0,0.19958411
525864#487398#592944,1,0.5279908
333549#981454#98888,0,0.32127923
264465#761687#318655,0,0.47209516
5364#480040#600302,1,0.6931049
369144#757016#323326,0,0.35132352
621648#448061#632291,1,0.71015894
385646#136160#951936,1,0.53200114
81663#806192#274150,0,0.34257853
500072#1064194#16148,1,0.73500335
2669#447285#633064,1,0.7527424
382971#71049#1034005,1,0.5565566
510294#893251#187091,0,0.33991623
115552#797355#282987,0,0.31320322
427629#386975#692875,1,0.68712044
208521#36613#1068447,1,0.86246085
304149#843495#236847,0,0.35954267
280817#44204#1060612,0,0.4228773
275315#512229#568113,1,0.5605073
228559#996510#83832,0,0.4457301
618529#223121#859680,1,0.82204723
565629#866915#213427,0,0.31635085
502540#1023762#56580,1,0.5137254
541301#671412#408930,0,0.35022938
585100#531540#548802,1,0.6574453
389284#737014#343328,1,0.6133563
348986#683581#396761,0,0.10081774
445912#142284#945813,1,0.6502289
143475#766011#314331,0,0.34215173
128788#349778#730980,0,0.4331806
597921#144441#943658,1,0.5116443
452777#624565#455777,1,0.57844037
465969#937246#143096,1,0.56654465
260238#1049708#30634,0,0.26346245
514992#52335#1052614,1,0.7862696
120614#475340#605002,0,0.31195995
589446#220614#862179,1,0.8512293
391994#1006288#74054,0,0.05340796
620359#754116#326226,1,0.61006355
150930#1063295#17047,0,0.33101255
365748#299046#784056,1,0.78634286
578803#810273#270069,1,0.6003199
126756#192006#896235,0,0.36039254
332335#935850#144492,1,0.50578433
198600#368650#711209,0,0.4169706
222272#1072756#7586,0,0.3730969
308945#982587#97755,0,0.39196435
280850#1038722#41620,0,0.41458875
133007#729393#350949,0,0.32405934
531192#656364#423978,1,0.60198724
594846#883190#197152,0,0.4387888
200402#832333#248009,1,0.6868102
153460#593142#487200,1,0.55853015
195694#642383#437959,0,0.36232382
452537#396361#683550,1,0.538921
436043#521665#558677,0,0.45140514
272465#1000397#79945,0,0.4540834
179923#831026#249316,0,0.47817317
462169#742744#337598,1,0.580002
245110#1036772#43570,0,0.4557902
570361#369043#710815,1,0.62948257
405216#811741#268601,0,0.35218063
67151#261561#821426,0,0.46522686
454698#419882#660108,1,0.8990615
339652#878166#202176,0,0.24376585
342239#154511#933604,1,0.6319802
376663#760332#320010,1,0.5320629
114846#1076595#3747,1,0.6288168
154786#586156#494186,0,0.38042396
523992#503556#576786,0,0.36077312
535035#341582#739071,1,0.8322972
124317#429814#650188,1,0.7591777
162238#38183#1066901,1,0.5640485
417982#723878#356464,1,0.56194943
417706#748192#332150,1,0.63357615
128314#449667#630706,0,0.46243694
78945#798357#281985,1,0.62576544
70961#39567#1065528,1,0.65380675
406253#401880#678036,1,0.5174657
520474#62659#1042325,1,0.5632811
24410#427313#652670,1,0.6840593
111037#735288#345054,1,0.63785183
375772#1077401#2941,1,0.74678355
569803#842565#237777,0,0.45673013
36984#641597#438745,1,0.6201698
391166#456978#623344,1,0.5916415
312869#1047612#32730,0,0.2698942
458831#508741#571601,0,0.4131649
83941#957416#122926,0,0.44970095
334352#877011#203331,0,0.45957905
124437#762095#318247,0,0.39094046
41863#855409#224933,0,0.31641415
367377#743457#336885,1,0.7550701
428067#54928#1050020,0,0.4847227
294134#284607#798447,1,0.6882294
224998#759740#320602,1,0.6241467
249638#709070#371272,0,0.46858245
546544#299154#783942,0,0.47233787
114604#843283#237059,0,0.42471057
475936#379825#700029,1,0.64972967
126103#87307#1017957,0,0.49048156
27522#153943#934172,1,0.7515814
241908#767383#312959,1,0.57124114
117128#540920#539422,1,0.5294751
587539#253662#829337,0,0.4798933
622163#249965#833035,0,0.4737048
109043#389839#690019,1,0.73687303
143910#560167#520175,0,0.37745392
525333#81593#1023653,0,0.48811206
266736#341691#738965,1,0.6407625
75224#449039#631319,1,0.85200644
58998#514244#566098,0,0.19879805
332455#872280#208062,0,0.47341335
179622#274457#808564,1,0.7163428
253804#790374#289968,0,0.24500918
386863#297539#785564,1,0.57252085
515813#98912#988866,1,0.75753653
217727#800351#279991,1,0.8436357
137829#516242#564100,1,0.63324845
469307#62074#1042913,0,0.4188933
197271#399891#680018,0,0.48422655
400129#990403#89939,0,0.36818784
339251#151189#936907,1,0.54637176
417658#513549#566793,0,0.3461954
440411#115740#972079,1,0.87693936
523604#944808#135534,1,0.5071723
610804#669155#411187,0,0.32653883
316209#754371#325971,0,0.19217786
550162#529377#550965,0,0.3225848
139890#179727#908394,0,0.47932613
250678#959569#120773,0,0.4180433
421262#527672#552670,0,0.42106307
391426#999429#80913,0,0.49752596
440310#247462#835541,0,0.3415517
350086#72062#1032996,0,0.4474183
463649#168851#919283,0,0.4650054
342279#56172#1048780,1,0.76838005
271455#460648#619690,1,0.5528294
15866#649935#430407,0,0.16919106
251996#618448#461894,1,0.6648362
533252#327203#755924,1,0.53410643
609479#655803#424539,1,0.6186311
144486#327957#755185,1,0.5066503
388524#557296#523046,0,0.37127802
557015#169212#918922,1,0.74248123
207669#539776#540566,1,0.557324
604100#782046#298296,1,0.61773336
126306#771400#308942,0,0.42026496
265880#1046368#33974,0,0.4067752
203744#475561#604781,0,0.4802991
257111#594395#485947,0,0.46530625
46758#106084#981697,1,0.84843194
246101#1023476#56866,1,0.5686803
39840#323420#759713,1,0.81841356
136760#722100#358242,1,0.5021643
409136#854167#226175,0,0.2638742
339419#101641#986131,1,0.5684156
277208#800194#280148,0,0.46480277
554422#114558#973262,1,0.5756288
233229#1029125#51217,0,0.4586626
274906#797947#282395,0,0.40595755
148710#892003#188339,0,0.4674377
346536#185916#902235,1,0.5156744
23141#347985#732745,1,0.63662297
110310#1073292#7050,1,0.55114245
89674#810883#269459,0,0.4161307
465876#563142#517200,1,0.5188412
539925#356698#723164,0,0.4264478
285440#977256#103086,1,0.5736213
601892#904787#175555,1,0.532527
177272#149680#938412,1,0.64409035
277820#336005#744580,1,0.5587423
609526#401649#678267,1,0.58380055
481178#625490#454852,1,0.5766968
329425#291627#791435,1,0.70798075
605446#1016405#63937,0,0.3221865
143221#768257#312085,1,0.5833323
527756#573816#506526,1,0.6149062
68395#560303#520039,1,0.6296879
19838#145832#942265,1,0.66463053
460994#876653#203689,1,0.6900002
368888#603790#476552,0,0.13464697
394236#180275#907848,1,0.6269172
616299#276253#806774,1,0.5694573
266851#36277#1068777,1,0.7055893
384507#705633#374709,0,0.4003965
310973#1074424#5918,0,0.3896057
183838#204196#881056,0,0.35589775
488217#874029#206313,0,0.2453728
572936#651591#428751,1,0.5823549
312360#731333#349009,0,0.28689814
596715#772428#307914,1,0.59008276
483300#802321#278021,0,0.46605375
103844#744837#335505,1,0.5938386
249478#993762#86580,1,0.75693536
417281#188119#900046,1,0.5487908
139206#351828#728958,1,0.55709875
406368#58116#1046859,1,0.57279634
88359#457770#622565,1,0.8508296
444331#620707#459635,1,0.6253932
547443#359207#720654,1,0.53090733
473949#652941#427401,0,0.46849054
432#393751#686155,1,0.8340318
285164#672270#408072,1,0.77132803
297332#650699#429643,0,0.28439364
447956#466614#613728,0,0.4342996
466612#836100#244242,0,0.44026956
285974#729174#351168,1,0.51288456
417207#410372#669552,1,0.74097085
500411#341150#739498,1,0.7519287
197839#398750#681163,1,0.585711
105491#417997#661999,1,0.68400675
114267#960329#120013,0,0.4186986
191857#140210#947893,1,0.6673763
277692#364604#715248,1,0.591179
362450#444241#636081,1,0.81231576
443528#70552#1034497,0,0.45306307
477314#894386#185956,1,0.5647653
336355#721378#358964,1,0.65078986
70510#1008652#71690,1,0.7310314
448272#683110#397232,1,0.8064123
110695#879486#200856,1,0.6075642
401272#607827#472515,0,0.4773068
